,Product Link,Product Name,Prices,Description,Reviews,Ratings
67,https://www.flipkart.com/poco-x6-neo-5g-martian-orange-256-gb/p/itm4257d01051fff?pid=MOBGYQ6BZDTVUEBZ&lid=LSTMOBGYQ6BZDTVUEBZYFUMLX&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_4_92&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=930d2203-79e4-4bbb-9c6d-56c4210bdaf8.MOBGYQ6BZDTVUEBZ.SEARCH&ppt=None&ppn=None&ssid=ufm3321kcg0000001746867510782&qH=d176de24c4511b16,"POCO X6 Neo 5G (Martian Orange, 256 GB)","₹17,999","12 GB RAM | 256 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Full HD+ Display, 108MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 6080 Processor, 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","14,915 Ratings & 1,088 Reviews",4.2
68,https://www.flipkart.com/samsung-galaxy-m16-5g-thunder-black-128-gb/p/itmf46b23a1eccd9?pid=MOBH9UYU79KEPVAA&lid=LSTMOBH9UYU79KEPVAA8B20V6&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_4_93&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=930d2203-79e4-4bbb-9c6d-56c4210bdaf8.MOBH9UYU79KEPVAA.SEARCH&ppt=None&ppn=None&ssid=ufm3321kcg0000001746867510782&qH=d176de24c4511b16,"SAMSUNG Galaxy M16 5G (Thunder Black, 128 GB)","₹14,728","8 GB RAM | 128 GB ROM, 17.02 cm (6.7 inch) Display, 50MP Rear Camera, 5000 mAh Battery, 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",28 Ratings & 1 Reviews,4.4
69,https://www.flipkart.com/realme-12-5g-twilight-purple-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKR424BCHQ&lid=LSTMOBGYAFKR424BCHQI66RZS&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_4_94&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=930d2203-79e4-4bbb-9c6d-56c4210bdaf8.MOBGYAFKR424BCHQ.SEARCH&ppt=None&ppn=None&ssid=ufm3321kcg0000001746867510782&qH=d176de24c4511b16,"realme 12 5G (Twilight Purple, 128 GB)","₹16,999","6 GB RAM | 128 GB ROM | Expandable Upto 2 TB, 17.07 cm (6.72 inch) Full HD+ Display, 108MP + 2MP | 8MP Front Camera, 5000 mAh Battery, Dimensity 6100+ Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","8,026 Ratings & 511 Reviews",4.4
70,https://www.flipkart.com/realme-12-5g-twilight-purple-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKBG4SPHXJ&lid=LSTMOBGYAFKBG4SPHXJ08ELIU&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_4_95&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=930d2203-79e4-4bbb-9c6d-56c4210bdaf8.MOBGYAFKBG4SPHXJ.SEARCH&ppt=None&ppn=None&ssid=ufm3321kcg0000001746867510782&qH=d176de24c4511b16,"realme 12 5G (Twilight Purple, 128 GB)","₹17,999","8 GB RAM | 128 GB ROM | Expandable Upto 2 TB, 17.07 cm (6.72 inch) Full HD+ Display, 108MP + 2MP | 8MP Front Camera, 5000 mAh Battery, Dimensity 6100+ Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","2,499 Ratings & 129 Reviews",4.3
71,https://www.flipkart.com/oppo-a3-pro-5g-moonlight-purple-128-gb/p/itmc5f69a7aac2a1?pid=MOBHFHC554BVZGHT&lid=LSTMOBHFHC554BVZGHTSFWWGC&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_4_96&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=930d2203-79e4-4bbb-9c6d-56c4210bdaf8.MOBHFHC554BVZGHT.SEARCH&ppt=None&ppn=None&ssid=ufm3321kcg0000001746867510782&qH=d176de24c4511b16,"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)","₹16,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Display, 50MP + 2MP | 8MP Front Camera, 5100 mAh Battery, Dimensity 6300 5G Mobile Platform Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","2,161 Ratings & 94 Reviews",4.3
72,https://www.flipkart.com/kall-i7-cloud-phone-2-4-display-2000mah-battery-support-youtube-facebook/p/itmb56f0f8250466?pid=MOBHBZHQDPGY6HYH&lid=LSTMOBHBZHQDPGY6HYHOFUW0J&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_97&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=en_-ePvWXVYhSoqxV3uj5NboTvp-o42_1Qe2UzhYOEdTl7rIJh9IS9n5jOlPgiYHEjkeFMq7_qvHD0IN8Ts9rGB6g%3D%3D&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"I Kall I7 Cloud Phone-2.4"" Display, 2000mAh Battery, Support Youtube and Facebook","₹1,499","32 MB RAM | 64 MB ROM, 6.1 cm (2.4 inch) Display, 0.8MP Rear Camera, 2500 mAh Battery, ONE-YEAR MANUFACTURER DEFECTS WARRANTY",N/A,N/A
73,https://www.flipkart.com/kall-k333-plus-touch-type-blue-16-gb/p/itmd063968514628?pid=MOBGSGH6GS4QA2Q4&lid=LSTMOBGSGH6GS4QA2Q4KU5WVA&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_98&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=en_-ePvWXVYhSoqxV3uj5NboTvp-o42_1Qe2UzhYOEdTl4a74cjQT4t92ew4JrwpIXetXqk0W_58b6AEooqR0sQhQ%3D%3D&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"I Kall K333 Plus Touch and Type (Blue, 16 GB)","₹2,920","2 GB RAM | 16 GB ROM | Expandable Upto 128 GB, 7.11 cm (2.8 inch) HD Display, 2MP Rear Camera, 2000 mAh Battery, One year manufacture warranty","1,276 Ratings & 118 Reviews",3.4
74,https://www.flipkart.com/poco-x4-pro-5g-laser-blue-128-gb/p/itmeb324bd268ef4?pid=MOBGCGZZDHZ2HJU8&lid=LSTMOBGCGZZDHZ2HJU8L9TWXO&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_99&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGCGZZDHZ2HJU8.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"POCO X4 Pro 5G (Laser Blue, 128 GB)","₹19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Full HD+ Super AMOLED Display, 64MP + 8MP + 2MP | 16MP Front Camera, 5000 mAh Lithium-ion Polymer Battery, Qualcomm Snapdragon 695 5G Processor, One Year for Handset, 6 Months for Accessories","93,571 Ratings & 8,735 Reviews",4.2
75,https://www.flipkart.com/realme-p1-pro-5g-parrot-blue-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6ZNVGYU3W&lid=LSTMOBGZ8R6ZNVGYU3W00IT8I&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_100&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGZ8R6ZNVGYU3W.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme P1 Pro 5G (Parrot Blue, 128 GB)","₹15,999","8 GB RAM | 128 GB ROM, 17.02 cm (6.7 inch) Full HD+ Display, 50MP + 8MP | 16MP Front Camera, 5000 mAh Battery, 6 Gen 1 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","30,413 Ratings & 1,986 Reviews",4.5
76,https://www.flipkart.com/kall-i10-keypad-mobile-2-8-display-2500mah-battery-support-facebook-youtube/p/itm917eb4b0e4a4d?pid=MOBHBG4FP8NYNEPM&lid=LSTMOBHBG4FP8NYNEPM4NMJZF&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_101&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=en_-ePvWXVYhSoqxV3uj5NboTvp-o42_1Qe2UzhYOEdTl5zMof7qlrAXWG05tvgim9ONV9irUUz_wHrHSyg_2_RGQ%3D%3D&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"I Kall I10 Keypad Mobile 2.8"" Display, 2500mAh Battery, Support - Facebook, Youtube","₹1,499","32 MB RAM | 32 MB ROM | Expandable Upto 8 GB, 6.1 cm (2.4 inch) Display, 0.8MP Rear Camera, 2500 mAh Battery, Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",N/A,N/A
77,https://www.flipkart.com/vivo-t2-5g-nitro-blaze-128-gb/p/itma79eb573156a4?pid=MOBGZBFUVZCHW6HU&lid=LSTMOBGZBFUVZCHW6HUXFPFXB&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_102&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGZBFUVZCHW6HU.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"vivo T2 5G (Nitro Blaze, 128 GB)","₹15,999","6 GB RAM | 128 GB ROM, 16.21 cm (6.38 inch) Full HD+ Display, 64 MP (OIS) + 2MP | 16MP Front Camera, 4500 mAh Battery, Snapdragon 695 Processor, 1 Year of Device & 6 Months for Inbox Accessories","1,13,795 Ratings & 7,182 Reviews",4.4
78,https://www.flipkart.com/realme-narzo-70-pro-5g-gold-glass-gold-128-gb/p/itm2742a62e69f5a?pid=MOBGZ5M6PATZHMTP&lid=LSTMOBGZ5M6PATZHMTPBXLPMV&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_103&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGZ5M6PATZHMTP.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme Narzo 70 Pro 5G (Gold, Glass Gold, 128 GB)","₹18,999","8 GB RAM | 128 GB ROM, 16.94 cm (6.67 inch) Display, 50MP Rear Camera | 16MP Front Camera, 5000 mAh Battery, 1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories","5,795 Ratings & 378 Reviews",4.4
79,https://www.flipkart.com/vivo-t2-5g-nitro-blaze-128-gb/p/itma79eb573156a4?pid=MOBGZBFUHGYHNEMB&lid=LSTMOBGZBFUHGYHNEMBDASSEQ&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_104&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGZBFUHGYHNEMB.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"vivo T2 5G (Nitro Blaze, 128 GB)","₹17,999","8 GB RAM | 128 GB ROM, 16.21 cm (6.38 inch) Full HD+ Display, 64 MP (OIS) + 2MP | 16MP Front Camera, 4500 mAh Battery, Snapdragon 695 Processor, 1 Year of Device & 6 Months for Inbox Accessories","20,168 Ratings & 1,320 Reviews",4.4
80,https://www.flipkart.com/realme-p1-pro-5g-parrot-blue-256-gb/p/itmc859edf8053dc?pid=MOBGZ8R6YYU9YHFG&lid=LSTMOBGZ8R6YYU9YHFGXJVOTS&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_105&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGZ8R6YYU9YHFG.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹16,999","8 GB RAM | 256 GB ROM, 17.02 cm (6.7 inch) Full HD+ Display, 50MP + 8MP | 16MP Front Camera, 5000 mAh Battery, 6 Gen 1 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","30,413 Ratings & 1,986 Reviews",4.5
81,https://www.flipkart.com/realme-12-5g-pioneer-green-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKSS6ZMTG7&lid=LSTMOBGYAFKSS6ZMTG7AW5IXR&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_106&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGYAFKSS6ZMTG7.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme 12+ 5G (Pioneer Green, 128 GB)","₹20,999","8 GB RAM | 128 GB ROM | Expandable Upto 2 TB, 16.94 cm (6.67 inch) Full HD+ Display, 50MP + 8MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 7050 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","19,867 Ratings & 1,787 Reviews",4.3
82,https://www.flipkart.com/realme-13-5g-dark-purple-256-gb/p/itmf151d3f071377?pid=MOBH3QWHPQUFYVCK&lid=LSTMOBH3QWHPQUFYVCKRWJPDD&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_107&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBH3QWHPQUFYVCK.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme 13 5G (Dark Purple, 256 GB)","₹19,999","8 GB RAM | 256 GB ROM | Expandable Upto 2 TB, 17.07 cm (6.72 inch) Full HD+ Display, 50MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 6300 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","1,075 Ratings & 52 Reviews",4.3
83,https://www.flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_108&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGYQ6BFZJ9RHDD.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"POCO X6 Neo 5G (Martian Orange, 128 GB)","₹15,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Full HD+ Display, 108MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 6080 Processor, 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","40,695 Ratings & 3,003 Reviews",4.2
84,https://www.flipkart.com/realme-p1-pro-5g-hoenix-red-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6Y4FFFHQX&lid=LSTMOBGZ8R6Y4FFFHQXICJTSO&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_109&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGZ8R6Y4FFFHQX.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme P1 Pro 5G (hoenix Red, 128 GB)","₹15,999","8 GB RAM | 128 GB ROM, 17.02 cm (6.7 inch) Full HD+ Display, 50MP + 8MP | 16MP Front Camera, 5000 mAh Battery, 6 Gen 1 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","30,413 Ratings & 1,986 Reviews",4.5
85,https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm4d9c6a737d29d?pid=MOBHF3PNPNY6RYUQ&lid=LSTMOBHF3PNPNY6RYUQR5AN2W&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_110&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBHF3PNPNY6RYUQ.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"IQOO Z9X (Storm Grey, 128 GB)","₹19,990","8 GB RAM | 128 GB ROM, 17.07 cm (6.72 inch) Display, 50MP Rear Camera, 6000 mAh Battery, 1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories","1,706 Ratings & 60 Reviews",4.3
86,https://www.flipkart.com/realme-p1-speed-5g-brushed-blue-256-gb/p/itm043baaa17426f?pid=MOBH4TV9TPVSGEWD&lid=LSTMOBH4TV9TPVSGEWDEEYPBH&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_111&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBH4TV9TPVSGEWD.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme P1 Speed 5G (Brushed Blue, 256 GB)","₹17,999","8 GB RAM | 256 GB ROM | Expandable Upto 2 TB, 16.94 cm (6.67 inch) Full HD+ Display, 50MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 7300 Energy Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","2,188 Ratings & 249 Reviews",4.3
87,https://www.flipkart.com/poco-x6-neo-5g-astral-black-128-gb/p/itm46b7f88d952f6?pid=MOBGYQ6BDAJN2UZU&lid=LSTMOBGYQ6BDAJN2UZU8LSOTN&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_112&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGYQ6BDAJN2UZU.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"POCO X6 Neo 5G (Astral Black, 128 GB)","₹15,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Full HD+ Display, 108MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 6080 Processor, 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","40,695 Ratings & 3,003 Reviews",4.2
88,https://www.flipkart.com/samsung-galaxy-f34-5g-electric-black-128-gb/p/itm85da260a1ae3c?pid=MOBGRZMYDDS8SBXZ&lid=LSTMOBGRZMYDDS8SBXZJUP7PL&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_113&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGRZMYDDS8SBXZ.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)","₹19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.51 cm (6.5 inch) Full HD+ Display, 50MP (OIS) + 8MP + 2MP | 13MP Front Camera, 6000 mAh Battery, Exynos 1280 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories","47,072 Ratings & 3,533 Reviews",4.2
89,https://www.flipkart.com/poco-x6-neo-5g-horizon-blue-128-gb/p/itmd18a36cf08b2d?pid=MOBGYQ6BEE35HBQK&lid=LSTMOBGYQ6BEE35HBQKO8TWVL&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_114&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGYQ6BEE35HBQK.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"POCO X6 Neo 5G (Horizon Blue, 128 GB)","₹15,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Full HD+ Display, 108MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 6080 Processor, 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","40,695 Ratings & 3,003 Reviews",4.2
90,https://www.flipkart.com/redmi-note-13-5g-chromatic-purple-256-gb/p/itmf0a3e4e21fcc3?pid=MOBHFM37FTDRENMH&lid=LSTMOBHFM37FTDRENMHES58LL&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_115&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBHFM37FTDRENMH.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"REDMI Note 13 5G (Chromatic Purple, 256 GB)","₹15,572","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB, 16.94 cm (6.67 inch) Full HD+ Display, 108MP + 2MP | 16MP Front Camera, 5000 mAh Battery, Dimensity 6080 Processor, 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","17,848 Ratings & 1,042 Reviews",4.2
91,https://www.flipkart.com/samsung-galaxy-f34-5g-mystic-green-128-gb/p/itmf0f86e1d0d3b1?pid=MOBGRZMYFH8MY6E2&lid=LSTMOBGRZMYFH8MY6E2L4TMSG&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_116&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBGRZMYFH8MY6E2.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)","₹19,999","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB, 16.51 cm (6.5 inch) Full HD+ Display, 50MP (OIS) + 8MP + 2MP | 13MP Front Camera, 6000 mAh Battery, Exynos 1280 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories","47,072 Ratings & 3,533 Reviews",4.2
92,https://www.flipkart.com/realme-p2-pro-5g-eagle-grey-128-gb/p/itmf44d9eff188c8?pid=MOBH92ADBAXTYTXJ&lid=LSTMOBH92ADBAXTYTXJXVMA8Q&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_117&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBH92ADBAXTYTXJ.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme P2 Pro 5G (Eagle Grey, 128 GB)","₹19,849","8 GB RAM | 128 GB ROM, 17.02 cm (6.7 inch) Full HD+ Display, 50MP + 8MP | 32MP Front Camera, 5200 mAh Battery, 7s Gen2 Processor, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories","12,821 Ratings & 925 Reviews",4.4
93,https://www.flipkart.com/realme-narzo-70-5g-forest-green-128-gb/p/itm0d29cc0b3111b?pid=MOBHYFDAZG9PG4NR&lid=LSTMOBHYFDAZG9PG4NRZYKB3O&marketplace=FLIPKART&q=mobiles+under+20000+rupees&store=tyy%2F4io&srno=s_5_118&otracker=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_19_na_na_na&fm=organic&iid=4884d369-2a9f-41d5-85d9-0493e0f0eb8d.MOBHYFDAZG9PG4NR.SEARCH&ppt=None&ppn=None&ssid=3e6fqxhdr40000001746867512831&qH=d176de24c4511b16,"realme NARZO 70 5G (FOREST GREEN, 128 GB)","₹16,999","8 GB RAM | 128 GB ROM, 16.94 cm (6.67 inch) Full HD+ AMOLED Display, 50MP Rear Camera | 16MP Front Camera, 5000 mAh Battery, 1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories","2,102 Ratings & 119 Reviews",4.3
